"Region","Purpose","Height","Length","Volume","Year_Completed","Surface","Inspection_Freq","Distance_to_City","Hazard","Assessment","Prob_Fail","Loss_gf_Prop","Loss_gf_Liab","Loss_gf_BI"
"Flumevale","Irrigation",4.116,0.5,29600,1971,0.12608,3,13.26,"Low","Satisfactory",0.0656,25.8,220.5,39.1
"Navaldia","Recreation",9.114,0.167,30356,1964,0.09653,3,11.57,"Significant","Not Rated",0.1622,169.2,185.8,20.557865339907
"Lyndrassia","Grade Stabilization",12.701,0.15,15679,1962,0.13002,3,21.66,"Low","Not Rated",0.1271,13,11.2,24.6227321591422
"Lyndrassia","Flood Risk Reduction",11.089,0.162,18749,2007,0.21276,3,30.89,"Low","Not Rated",0.1216,18.1,14.3,25.8354209612639
"Lyndrassia","Recreation",8.658,0.207,42500,1964,0.04925,3,33.31,"High","Not Rated",0.1199,46.6,181.7,6.1
"Lyndrassia","Fire Protection, Stock, Or Small Fish Pond",6.808,0.067,50000,1960,0.09653,3,3.19,"Low","Not Rated",0.1244,12.6,758.1,15.0615870947403
"Flumevale","Water Supply",13.633,0.1,40000,1971,0.06698,0.5,3.88,"Low","Satisfactory",0.0776,23.9,12.3,69.1
"Lyndrassia","Recreation",9.131,0.207,75000,1977,0.04925,3,4.83,"Low","Not Rated",0.0895,29.5,664.7,9.5
"Lyndrassia","Flood Risk Reduction",10.759,0.207,6562.00000000001,1977,0.04137,3,23.15,"Low","Not Rated",0.099,47,370.4,26.5972649647613
"Lyndrassia","Irrigation",8.868,0.207,25000,1964,0.05122,3,17.68,"High","Not Rated",0.1162,15.1,350.3,38.4
"Flumevale","Flood Risk Reduction",4.219,0.2,4826,1962,0.09653,5,16.94,"Low","Not Available",0.0617,17.8,6.6,30.9497259217532
"Navaldia","Recreation",6.596,0.247,13000,1970,0.06107,3,14.83,"Low","Not Rated",0.0546,35.5,21.8,4.6
"Navaldia","Irrigation",6.372,0.45,22937,1968,0,3,53.69,"Low","Not Rated",0.1113,30.8,17.7,11.8
"Lyndrassia","Recreation",13.095,0.175,75000,1978,0.04925,3,1.56,"High","Satisfactory",0.1075,8.6,651.8,4.6
"Lyndrassia","Irrigation",10.262,0.207,54300,1964,0.04334,3,30.84,"Significant","Not Rated",0.1563,33.8,146,47.1
"Lyndrassia","Fire Protection, Stock, Or Small Fish Pond",3.598,0.025,70000,1954,0.09653,3,49.46,"Low","Not Rated",0.1035,6,203.7,14.1353701784101
"Flumevale","Fire Protection, Stock, Or Small Fish Pond",9.088,0.117,4167,1965,0.09062,4,20.23,"Low","Poor",0.0556,30.4,311.4,36.7826875538079
"Lyndrassia","Fire Protection, Stock, Or Small Fish Pond",9.775,0.207,140500,1978,0.04334,3,1.59,"High","Not Rated",0.1286,36.5,823.4,26.4616457537374
"Lyndrassia","Recreation",10.491,0.207,45000,1964,0.0394,3,1.63,"Low","Not Rated",0.0762,13.8,932.1,5.1
"Lyndrassia","Fire Protection, Stock, Or Small Fish Pond",10.024,0.207,18136,1973,0.04137,3,3.28,"Low","Not Rated",0.0909,40.9,917.1,25.8131590406901
"Lyndrassia","Flood Risk Reduction",11.409,0.153,19809,2000,0.0788,5,75.67,"Low","Not Rated",0.0363,6.1,21.1,16.082878719026
"Flumevale","Other",15.041,0.087,46572,1951,0.03349,1,6.44,"Significant","Satisfactory",0.1194,41,104.8,30.0032294281608
"Lyndrassia","Flood Risk Reduction",10.349,0.207,95000,1971,0.04334,3,3.12,"High","Not Rated",0.1546,24.5,855.9,23.6195205679095
"Lyndrassia","Tailings",21.547,0.2,45000,1957,0.04137,5,42.61,"Low","Satisfactory",0.0571,14.1,62,11.0973058737678
"Lyndrassia","Flood Risk Reduction",9.457,0.123,10284,2005,0.01576,1,32.76,"Low","Not Rated",0.1034,10.5,21,23.0914984781918
"Lyndrassia","Debris Control",8.581,0.207,39130,1977,0.04925,3,26.19,"Low","Not Rated",0.0812,45.7,202.3,15.3702126850764
"Lyndrassia","Flood Risk Reduction",12.762,0.173,26029,2004,0.0591,5,82.69,"Low","Not Rated",0.0796,7.9,16.4,16.5322623776774
"Lyndrassia","Recreation",11.22,0.207,42500,1964,0.04137,3,9.41,"High","Not Rated",0.1321,13.3,128.1,7.6
"Flumevale","Flood Risk Reduction",7.163,0.367,14840,1998,0.08274,1,0.16,"High","Satisfactory",0.0772,19.7,757.5,36.5536551893964
"Lyndrassia","Recreation",8.461,0.207,43356,1936,0.05122,3,23.01,"Low","Not Rated",0.1262,31.4,138,9.3
"Lyndrassia","Fire Protection, Stock, Or Small Fish Pond",3.537,0.067,50000,1942,0.09653,3,30.68,"Low","Not Rated",0.1089,15.2,126.1,15.8929952661613
"Lyndrassia","Recreation",10.731,0.207,42500,1965,0.04334,3,6.71,"High","Not Rated",0.1298,10.2,407.3,8.3
"Flumevale","Water Supply",7.507,0.627,16000,1963,0.04137,1,0.82,"High","Satisfactory",0.0966,17.2,692.4,44.7
"Lyndrassia","Flood Risk Reduction",10.132,0.17,19373,2003,0.02561,5,82.69,"Low","Not Rated",0.0765,15,4.9,20.4503806334981
"Lyndrassia","Recreation",10.102,0.207,42500,1968,0.04334,3,11.21,"High","Not Rated",0.0969,13.9,249.2,4
"Lyndrassia","Irrigation",7.451,0.042,5000,1954,0.09653,3,58.07,"Low","Not Rated",0.0626,12.6,55.7,9.1
"Lyndrassia","Recreation",9.116,0.207,75000,1964,0.05122,3,26.61,"Low","Not Rated",0.0945,35,352.4,6.2
"Lyndrassia","Flood Risk Reduction",13.172,0.105,18139,2003,0.03349,1,30.89,"Low","Not Rated",0.12,14.1,23.3,24.2126878106084
"Navaldia","Recreation",3.147,0.167,13891,1969,0.10441,3,8.32,"Low","Not Rated",0.1009,20.5,17.3,9.2
"Lyndrassia","Other",9.005,0.207,22470,1964,0.05122,3,11.7,"Low","Not Rated",0.1053,21.6,288,21.1008624053708
"Navaldia","Other",10.51,0.183,20368,1984,0,3,20.95,"Low","Not Rated",0.0523,46.7,11.5,17.2155681813558
"Lyndrassia","Recreation",6.388,0.133,15055,1963,0.12608,3,148.17,"Low","Not Rated",0.0755,45.8,234,8.9
"Lyndrassia","Fish and Wildlife Pond",8.487,0.248,20208,1985,0.10047,3,30.8,"Low","Not Rated",0.1305,39.1,9,25.3212164178512
"Navaldia","Recreation",7.64,0.283,10482,1968,0.02561,2,20.16,"Significant","Poor",0.1428,15.1,278.3,4
"Navaldia","Irrigation",9.04,0,32976,1971,0,3,43.88,"Low","Not Rated",0.0838,7.7,12.4,14.4
"Lyndrassia","Recreation",8.758,0.207,75000,1950,0.04925,3,24.23,"Low","Not Rated",0.1179,18.4,388.6,6.8
"Lyndrassia","Fire Protection, Stock, Or Small Fish Pond",5.257,0.067,50000,1949,0.09653,3,91.81,"Low","Not Rated",0.0582,9.9,213.2,14.4083841965224
"Navaldia","Fire Protection, Stock, Or Small Fish Pond",7.253,0.133,14467,1960,0.04137,3,11.12,"Low","Not Rated",0.1112,26.5,11.3,25.032439577359
"Lyndrassia","Fire Protection, Stock, Or Small Fish Pond",2.68,0.167,70000,1960,0.09653,3,40.43,"Low","Not Rated",0.1169,19.6,173.7,16.3524543071148
"Flumevale","Irrigation",3.298,0.733,17889,1910,0.15957,6,1.67,"Low","Not Rated",0.0781,41.6,566.8,23.3
"Navaldia","Fire Protection, Stock, Or Small Fish Pond",6.633,0.356,20425,1978,0,3,19.9,"Low","Not Rated",0.1025,41,10.1,17.2804422360626
"Lyndrassia","Irrigation",5.002,0.207,39130,1975,0.08471,3,8.06,"Low","Not Rated",0.0909,20.2,199.2,6.5
"Lyndrassia","Irrigation",10.073,0.207,23344,1976,0.04334,3,11.28,"Low","Not Rated",0.1136,34.3,557.9,18.2
"Navaldia","Water Supply",7.112,0.7,14121,1960,0.04925,3,18.46,"Low","Not Rated",0.1054,18.2,7.7,68.5
"Navaldia","Recreation",6.216,0.168,23300,1960,0.15563,5,4.7,"High","Satisfactory",0.0697,7.4,863.7,9.2
"Flumevale","Other",8.836,0.241,22250,1967,0.08865,1,6.44,"Significant","Satisfactory",0.1252,34.9,55.1,30.5010829809158
"Lyndrassia","Fire Protection, Stock, Or Small Fish Pond",6.236,0.058,50000,1956,0.09653,3,21.5,"Low","Not Rated",0.0662,5,131.5,13.7550260639499
"Lyndrassia","Debris Control",10.287,0.207,30000,1973,0.04137,3,16.8,"Low","Not Rated",0.0892,22.3,226,16.7998068449071
"Lyndrassia","Flood Risk Reduction",9.987,0.208,18965,2007,0.05516,3,32.76,"Low","Not Rated",0.1009,18.9,7,26.0434864661465
"Lyndrassia","Recreation",8.972,0.207,75000,1977,0.05122,3,6.13,"Low","Not Rated",0.0824,34.5,503.8,6.6
"Lyndrassia","Recreation",8.698,0.207,75000,1969,0.04925,3,4.75,"Low","Not Rated",0.0687,37.7,438.5,7.1
"Lyndrassia","Debris Control",8.811,0.207,30000,1952,0.04925,3,11.5,"Low","Not Rated",0.0923,17.8,370.8,18.2502994291832
"Lyndrassia","Fire Protection, Stock, Or Small Fish Pond",5.4,0.108,50000,1958,0.09653,3,34.05,"Low","Not Rated",0.096,20.3,229.5,15.1300923725825
"Lyndrassia","Recreation",10.075,0.207,45000,1976,0.0394,3,3.11,"High","Not Rated",0.1327,17.4,742.4,4.3
"Navaldia","Irrigation",10.442,0.123,19181,1962,0,3,8.16,"Low","Not Rated",0.0966,23.9,8.2,35.6
"Lyndrassia","Flood Risk Reduction",10.763,0.207,19083,1973,0.04334,3,4.91,"Low","Not Rated",0.0724,36,898.6,24.6562903296245
"Navaldia","Other",2.679,0.108,22000,1877,0.16745,5,16.32,"Low","Not Rated",0.0289,34.5,12.3,29.0082527736426
"Lyndrassia","Recreation",7.079,0.207,75000,1972,0.06501,3,3.35,"Low","Not Rated",0.1197,47.2,502.5,3.2
"Lyndrassia","Recreation",18.738,0.12,28000,1971,0.02561,3,4.73,"High","Satisfactory",0.0874,14.4,457.4,4.3
"Navaldia","Recreation",5.633,0.193,12000,1962,0,3,9.94,"Low","Not Rated",0.0673,33.2,10.1,2.9
"Navaldia","Water Supply",6.173,0.212,17891,1945,0.07092,3,26.45,"Low","Not Rated",0.0654,30.9,21.8,30.5
"Lyndrassia","Fire Protection, Stock, Or Small Fish Pond",5.431,0.028,50000,1959,0.09653,3,78.57,"Low","Not Rated",0.0951,22.2,111.1,15.7930854720745
"Lyndrassia","Irrigation",2.692,0.025,1390,1953,0.09653,3,148.61,"Low","Not Rated",0.0634,7.8,158.1,40.7
"Lyndrassia","Fire Protection, Stock, Or Small Fish Pond",6.893,0.2,50000,1960,0.09653,3,35.53,"Low","Not Rated",0.1001,19.1,93.5,15.9911375890604
"Lyndrassia","Recreation",11.331,0.187,21922,2003,0.01576,1,37.65,"Low","Not Rated",0.0923,29.2,20,9.4
"Lyndrassia","Fire Protection, Stock, Or Small Fish Pond",8.938,0.207,60000,1955,0.05122,3,16.88,"Low","Not Rated",0.1033,16.6,390.8,15.2810933592322
"Navaldia","Fire Protection, Stock, Or Small Fish Pond",11.149,0.138,67067,1977,0.02955,2,5.04,"High","Poor",0.1411,25.1,618.3,23.9064264784226
"Navaldia","Fire Protection, Stock, Or Small Fish Pond",6.465,0.21,15114,1978,0.05122,3,11.12,"Low","Not Rated",0.1182,19.1,17.8,14.6426388991685
"Lyndrassia","Recreation",8.987,0.207,45000,1960,0.05122,3,4.65,"High","Not Rated",0.1042,29.6,699.7,7.3
"Navaldia","Recreation",6.356,0.278,14010,1980,0,3,21.96,"Low","Not Rated",0.0582,42.9,15.5,7.8
"Navaldia","Recreation",4.057,0.037,44700,1919,0.11426,5,31.7,"Low","Satisfactory",0.0479,29.2,16.2,4.6
"Lyndrassia","Recreation",8.683,0.207,45000,1963,0.04925,3,3.12,"High","Not Rated",0.0908,31.9,588.6,6.3
"Lyndrassia","Fire Protection, Stock, Or Small Fish Pond",8.667,0.207,80000,1974,0.04728,3,17.81,"High","Not Rated",0.1252,27,165.7,28.4406825430342
"Lyndrassia","Recreation",8.473,0.207,45000,1964,0.04925,3,4.65,"High","Not Rated",0.0999,7,670.9,7.8
"Lyndrassia","Flood Risk Reduction",10.759,0.153,17888,2004,0.02561,3,32.76,"Low","Not Rated",0.1008,14.8,13.7,28.671738249197
"Lyndrassia","Fire Protection, Stock, Or Small Fish Pond",6.711,0.167,50000,1963,0.09653,3,44.78,"Low","Not Rated",0.0534,14.2,131.4,13.666809748748
"Navaldia","Recreation",6.805,0.158,27100,1930,0.06895,1,1.64,"High","Fair",0.1047,18.1,887.2,6.2
"Lyndrassia","Other",10.715,0.207,30000,1964,0.04137,3,24.3,"Low","Not Rated",0.1011,12.6,115.3,15.9898422205404
"Lyndrassia","Recreation",10.32,0.207,75000,1970,0.04137,3,17.2,"Low","Not Rated",0.0821,26.4,311.2,3.5
"Lyndrassia","Flood Risk Reduction",7.226,0.207,6562.00000000001,1971,0.05319,3,27.87,"Low","Not Rated",0.1235,18.6,141.7,22.3330179565723
"Lyndrassia","Irrigation",10.237,0.207,22361,1978,0.04334,3,19.94,"Low","Not Rated",0.0896,15.9,125.7,35.6
"Lyndrassia","Water Supply",10.335,0.033,13560,1940,0.09653,3,79.73,"Low","Not Rated",0.1143,13.6,100.3,19.4
"Lyndrassia","Fire Protection, Stock, Or Small Fish Pond",4.347,0.167,70000,1950,0.09653,3,42.8,"Low","Not Rated",0.1145,7.3,236.3,18.176755096126
"Lyndrassia","Flood Risk Reduction",9.404,0.175,14849,2002,0.02955,1,30.89,"Low","Not Rated",0.1162,44.6,9.9,17.3767983684197
"Lyndrassia","Fire Protection, Stock, Or Small Fish Pond",4.276,0.142,50000,1961,0.09653,3,70.25,"Low","Not Rated",0.0873,21.3,174.3,13.1036718728655
"Lyndrassia","Fire Protection, Stock, Or Small Fish Pond",9.04,0.207,60000,1950,0.04925,3,35.08,"High","Not Rated",0.1547,35.1,70.3,21.1523077718972
"Lyndrassia","Irrigation",7.076,0.133,1390,1960,0.09653,3,18.74,"Low","Not Rated",0.08,6.8,325.1,5.5
"Lyndrassia","Irrigation",6.921,0.117,5000,1954,0.09653,3,76.93,"Low","Not Rated",0.121,19.6,235.5,23.3
"Lyndrassia","Irrigation",5.173,0.183,1390,1945,0.09653,3,19.2,"Low","Not Rated",0.0834,20.2,206.8,4.4
"Navaldia","Recreation",5.962,0.133,8200.00000000001,1970,0.13199,3,7.71,"Low","Not Available",0.0894,37.7,419,7.1
"Lyndrassia","Debris Control",8.404,0.207,8766,1972,0.06107,3,6.63,"Low","Not Rated",0.1243,9.7,951.9,20.0387240686514
"Lyndrassia","Other",8.565,0.207,71700,1963,0.04925,3,10.76,"High","Not Rated",0.1278,32.4,320,25.3660450979687
"Lyndrassia","Recreation",12.123,0.243,85000,1957,0.04137,2,7.66,"High","Satisfactory",0.0868,40.6,361,7.1
"Navaldia","Debris Control",9.662,0.122,7204.00000000001,1999,0.0394,4,9.36,"Low","Poor",0.063,29.6,352.4,10.1345717370404
"Lyndrassia","Flood Risk Reduction",11.475,0.16,16271,1994,0.05122,1,33.27,"Low","Not Rated",0.0962,32.5,20.9,20.0346024934804
"Navaldia","Recreation",11.568,0.135,13900,1974,0,3,14.35,"Low","Not Rated",0.0715,24.4,8,10.6283012960994
"Lyndrassia","Recreation",5.034,0.207,75000,1950,0.08077,3,4.84,"Low","Not Rated",0.0818,27.5,483.9,4.6
"Lyndrassia","Fish and Wildlife Pond",9.338,0.15,30000,1968,0.00788,3,33.27,"Low","Not Rated",0.1014,6.2,10.9,15.9898422205404
"Lyndrassia","Fish and Wildlife Pond",8.487,0.09,8000.00000000001,1972,0.02364,3,30.76,"Low","Not Rated",0.1182,32.2,10.2,18.915316693504
"Lyndrassia","Flood Risk Reduction",9.413,0.187,21052,2008,0.08471,3,32.76,"Low","Not Rated",0.099,8.3,21.2,20.8651898530688
"Navaldia","Fire Protection, Stock, Or Small Fish Pond",6.756,0.192,15114,1960,0.04334,3,11.12,"Low","Not Rated",0.1131,23.4,12.8,14.9252519724331
"Navaldia","Irrigation",3.902,0.413,8000.00000000001,1964,0.10047,3,7.74,"Low","Not Rated",0.088,17.3,11.2,46
"Navaldia","Fire Protection, Stock, Or Small Fish Pond",4.245,0.2,15114,1964,0.0788,3,11.12,"Low","Not Rated",0.1113,28.2,16.3,14.21732591884
"Navaldia","Recreation",5.185,0.51,17116,1974,0.10047,3,8.32,"Low","Not Rated",0.133,10.5,9,8.4
"Lyndrassia","Recreation",9.111,0.207,42500,1970,0.04925,3,22.3,"High","Not Rated",0.1143,34.5,183.1,3.6
"Lyndrassia","Flood Risk Reduction",12.894,0.16,18779,1998,0.02561,1,33.27,"Low","Not Rated",0.0816,38.9,14.7,28.6455013261913
"Navaldia","Recreation",6.035,0.274,16414,1977,0,3,14.35,"Low","Not Rated",0.0696,11.8,12.6,20.2674551381972
"Lyndrassia","Fire Protection, Stock, Or Small Fish Pond",4.324,0.05,17615,1965,0.09653,3,130.28,"Low","Not Rated",0.0799,6.8,104,25.2615748122061
"Navaldia","Fire Protection, Stock, Or Small Fish Pond",7.761,0.297,10700,1977,0,3,52.08,"Low","Not Rated",0.0875,11,5.8,12.7502164335433
"Lyndrassia","Fire Protection, Stock, Or Small Fish Pond",7.158,0.133,50000,1964,0.09653,3,111.26,"Low","Not Rated",0.121,21.5,147.1,16.7303154933844
"Navaldia","Recreation",4.215,0.233,13058,1966,0.04925,3,14.35,"Low","Not Rated",0.0528,27.4,20.4,12.9316724434734
"Flumevale","Water Supply",13.165,0.117,23315,1959,0.07683,0.5,23.81,"Low","Satisfactory",0.0716,24.8,21,54.8
"Lyndrassia","Flood Risk Reduction",9.188,0.133,15341,1998,0.04334,1,32.76,"Low","Not Rated",0.1051,9.4,9.3,19.2320449038626
"Flumevale","Irrigation",3.397,0.2,13830,1902,0.13987,6,4.73,"Low","Fair",0.0746,32.7,610.2,17.5
"Lyndrassia","Recreation",9.156,0.207,45000,1960,0.05122,3,3.19,"Low","Not Rated",0.0904,42,830.2,7.9
"Lyndrassia","Fire Protection, Stock, Or Small Fish Pond",5.22,0.2,50000,1960,0.09653,3,108.82,"Low","Not Rated",0.0818,20.6,125.7,10.9804507577005
"Lyndrassia","Flood Risk Reduction",9.073,0.2,17255,2006,0.04925,3,33.63,"Low","Not Rated",0.0773,31.6,22.6,21.9404805148571
"Lyndrassia","Water Supply",5.097,0.207,46000,1897,0.08471,3,19.95,"Low","Not Rated",0.1001,8,870.7,58.2
"Lyndrassia","Recreation",10.466,0.207,75000,1971,0.0394,3,1.66,"Low","Not Rated",0.064,9.6,274.1,3.9
"Flumevale","Other",8.222,0.533,41800,2008,0.04334,6,8.38,"Low","Satisfactory",0.0414,6.9,9.7,26.8737516004512
"Lyndrassia","Fire Protection, Stock, Or Small Fish Pond",10.499,0.207,80000,1965,0.04334,3,23.75,"High","Not Rated",0.1137,15.8,250.3,28.0966177504465
"Navaldia","Recreation",7.403,0.179,7000,1958,0.06895,3,8.32,"Low","Not Rated",0.1157,10.6,8.5,7.3
"Lyndrassia","Fire Protection, Stock, Or Small Fish Pond",10.718,0.2,50000,1940,0.09653,3,13.11,"Low","Not Rated",0.0965,9.7,441.8,15.2036590392492
"Flumevale","Irrigation",5.717,0.117,10676,1964,0.06501,6,19.79,"Low","Unsatisfactory",0.0835,21.3,450.7,41.3
"Navaldia","Recreation",7.16,0.17,35000,1964,0.03349,5,4.04,"High","Not Rated",0.1129,45.3,501.7,11.2806424905505
"Lyndrassia","Fire Protection, Stock, Or Small Fish Pond",7.192,0.167,50000,1970,0.09653,3,43.27,"Low","Not Rated",0.0886,16.4,161,13.6173824858911
"Lyndrassia","Recreation",8.872,0.207,75000,1977,0.05319,3,1.69,"Low","Not Rated",0.1187,40.6,579.8,5
"Navaldia","Water Supply",12.359,0.208,26600,1898,0.02561,1,4.67,"High","Poor",0.1154,35.3,663.3,10.1
"Navaldia","Recreation",19.943,0.06,18000,1888,0.01182,2,16.83,"Significant","Fair",0.1365,9.6,310.1,3
"Flumevale","Flood Risk Reduction",9.983,0.147,18050,1965,0.06501,3,40.5,"Low","Unsatisfactory",0.1271,36.4,228.5,20.8927600825584
"Lyndrassia","Fire Protection, Stock, Or Small Fish Pond",11.18,0.207,55000,1972,0.04334,3,22.83,"Low","Not Rated",0.0861,16.6,241.6,14.6641845263356
"Navaldia","Fire Protection, Stock, Or Small Fish Pond",9.76,0.14,14808,1971,0,3,52.08,"Low","Not Rated",0.0766,32.2,7.1,13.5452551401822
"Lyndrassia","Recreation",8.748,0.207,43356,1977,0.04925,3,38.37,"Low","Not Rated",0.1096,19.4,54.1,3.6
"Lyndrassia","Other",7.476,0.2,13529,1959,0.09653,3,9.8,"Low","Not Rated",0.0896,23.8,234.2,25.1906514486847
"Lyndrassia","Irrigation",10.639,0.05,5000,1937,0.09653,3,38.12,"Low","Not Rated",0.0856,9.8,112.1,1.2
"Flumevale","Water Supply",17.573,1.2,150000,1999,0.08865,0.5,23.81,"Low","Satisfactory",0.075,16.8,13,26.6
"Lyndrassia","Fire Protection, Stock, Or Small Fish Pond",10.95,0.207,55000,1978,0.04334,3,34.13,"Low","Not Rated",0.071,44.7,143.7,12.3571409597061
"Lyndrassia","Grade Stabilization",12.875,0.2,15000,1972,0.06107,3,21.66,"Low","Not Rated",0.0689,5.8,19.2,16.7462944840694
"Navaldia","Recreation",5.684,0.467,44000,1993,0.02955,3,31.36,"Low","Not Rated",0.0799,34.7,12.3,8.89630275048331
"Lyndrassia","Irrigation",3.475,0.207,23344,1955,0.12608,3,13.31,"Low","Not Rated",0.0996,35.9,379.3,14.9
"Lyndrassia","Recreation",9.14,0.207,75000,1971,0.04925,3,27.69,"Low","Not Rated",0.0933,40.7,410.9,3.6
"Lyndrassia","Fire Protection, Stock, Or Small Fish Pond",5.173,0.058,50000,1959,0.09653,3,28.43,"Low","Not Rated",0.0973,23.4,419.7,15.5307098348465
"Navaldia","Other",8.94,0.05,8252,1964,0.09653,3,3.39,"Low","Not Available",0.0627,23.4,295.2,11.6311292848202
"Lyndrassia","Fire Protection, Stock, Or Small Fish Pond",9.013,0.067,50000,1970,0.09653,3,35.9,"Low","Not Rated",0.0676,6,107.7,12.6079293436159
"Navaldia","Flood Risk Reduction",14.999,0.205,125802,1973,0,3,29.56,"Low","Not Rated",0.1185,40.1,20.5,19.424900036825
"Lyndrassia","Recreation",11.11,0.207,42500,1963,0.04334,3,32.2,"High","Not Rated",0.1222,32.5,62.8,7.2
"Lyndrassia","Recreation",10.477,0.207,75000,1991,0.0394,3,1.53,"Low","Not Rated",0.1336,32.6,375.2,9.5
"Lyndrassia","Debris Control",12.689,0.133,60000,1964,0.0591,5,22.98,"Low","Satisfactory",0.0321,10.3,480.3,8.75659270324232
"Lyndrassia","Other",2.71,0.037,25303,1979,0.12214,10,56.81,"Low","Not Rated",0.0408,32.7,83.4,11.9841635770251
"Lyndrassia","Debris Control",7.608,0.207,30000,1968,0.06107,3,23.67,"Low","Not Rated",0.092,46.9,164.1,17.8625549236887
"Lyndrassia","Fire Protection, Stock, Or Small Fish Pond",6.846,0.19,50000,1956,0.09653,3,26.27,"Low","Not Rated",0.0952,22.2,257.5,15.6813854720745
"Lyndrassia","Flood Risk Reduction",9.534,0.207,51000,1969,0.04925,3,35.95,"High","Not Rated",0.1434,23.6,191.7,7.47584627632413
"Lyndrassia","Recreation",13.435,0.1,30000,2017,0.05122,3,46.37,"Low","Satisfactory",0.0707,6.5,208,8.9
"Navaldia","Recreation",3.92,0.133,34000,1990,0.0394,3,14.35,"Low","Not Rated",0.078,20.3,23.5,10.9213497938342
"Navaldia","Irrigation",5.935,0.2,25029,1962,0,3,43.88,"Low","Not Rated",0.0888,40.2,6.2,12.8
"Lyndrassia","Recreation",6.706,0.207,75000,1964,0.06698,3,10.96,"Low","Not Rated",0.1192,34.9,281.4,8
"Lyndrassia","Fire Protection, Stock, Or Small Fish Pond",7.159,0.207,15168,1964,0.06501,3,3.22,"Low","Not Rated",0.1006,24.5,745,19.1260366245611
"Navaldia","Recreation",9.04,0,16543,1962,0.09062,3,8.32,"Low","Not Rated",0.1228,7.1,15.1,9.1
"Lyndrassia","Fire Protection, Stock, Or Small Fish Pond",4.263,0.058,70000,1960,0.09653,3,14.18,"Low","Not Rated",0.1174,12.9,220.4,16.2834543071148
"Flumevale","Recreation",6.634,0.533,18661,1964,0,1,2.3,"High","Not Rated",0.1118,24.9,271.9,23.9240037822332
"Lyndrassia","Fire Protection, Stock, Or Small Fish Pond",7.118,0.047,50000,1946,0.09653,3,75.83,"Low","Not Rated",0.074,22.5,101.2,13.0414560434615
"Lyndrassia","Fire Protection, Stock, Or Small Fish Pond",7.265,0.033,50000,1960,0.09653,3,45.92,"Low","Not Rated",0.0887,17,129.6,13.3085324858911
"Lyndrassia","Grade Stabilization",12.453,0.2,18967,2007,0.05713,3,21.66,"Low","Not Rated",0.0774,18.1,8.1,24.8656191550321
"Lyndrassia","Grade Stabilization",9.888,0.123,12487,1991,0.04137,3,21.66,"Low","Not Rated",0.0673,27.3,23.2,22.9695421136907
"Navaldia","Water Supply",3.5,0.517,14121,1965,0.09653,3,20.08,"Low","Not Rated",0.1095,7.6,6.8,65.3
"Navaldia","Fire Protection, Stock, Or Small Fish Pond",6.308,0.203,10400,1958,0,3,4.71,"Low","Not Rated",0.1077,46.5,941.6,17.3704813633332
"Navaldia","Water Supply",5.345,0.44,14121,1958,0,3,4.88,"Low","Not Rated",0.1245,20.2,20.8,63.8
"Lyndrassia","Fire Protection, Stock, Or Small Fish Pond",7.068,0.207,18136,1964,0.06698,3,25.2,"Low","Not Rated",0.0853,25.3,256.9,27.6439251204589
"Navaldia","Recreation",5.413,0.192,13785,1944,0,3,8.3,"Low","Not Rated",0.1004,20,18.9,8.1
"Navaldia","Recreation",17.697,0.114,44700,2001,0.02955,5,12.73,"Low","Satisfactory",0.0315,34.1,17.6,4.8
